comment,sentiment
o biskuvi favorim artik,neutral
"0:01 [romanized:]

crashing waves, but i'll never fall
everyday, supernatural
thrashing rain, i'ma bring the storm
this my stage, walkin' on water
water, water, walkin' on
water, water, walk it off
water, water, walkin' on
this my stage, my stage

i'm walkin' on water, you can call me harry potter
i just take all forms, i'ma fill up my bottle
nae flow geosen mulsalcheoreom heulleo
naerimakgire jeobeodeulmyeon gyeongsareul geoseulleo
amuna seol su eomneun gose ollatji
noryeogeul tagonatji geuge all of me
heureumi kkeunkiji anke stomp, stomp
make it flow, make it flow, make it go far

splash
pitter-patter, feel the water
crash
chitter-chatter, we're just gonna
dance
walker, walker, i'm sea walkin'
i'ma flow, i'ma flow on the water

woah (water, water, walkin' on)
when you're sinking, i'm fishing, that's my flow
(water, water, walk it off)
i'ma flow, i'ma flow on the water

dive, we do ride, we don't hide
muri sabange twigiji uri umjigim (skrrt)
ttaraoryeoda sumi cha uwangjwawanghaneun
neon igeo swipge bwatji? (listen up now, fellas)
say hello to nemo 'cause i can't see
yuyuhi geonneun urineun heupsa boiji basilisk
umjigime twigineun muri sabange splash
igoseun under my control, call me aqua man

on the waves, we just play
we're up here, no hurdles in our way
so stay, join the game
we ain't gonna fall down deep into the water

splash
pitter-patter, feel the water
crash
chitter-chatter, we're just gonna
dance
walker, walker, i'm sea walkin'
i'ma flow, i'ma flow on the water

woah (water, water, walkin' on)
when you're sinking, i'm fishing, that's my flow
(water, water, walk it off)
i'ma flow, i'ma flow on the water

crashing waves, but i'll never fall
everyday, supernatural
thrashing rain, i'ma bring the storm
this my stage, walkin' on water
crashing waves, but i'll never fall
everyday, supernatural
thrashing rain, i'ma bring the storm
this my stage, walkin' on water

water, water, walkin' on
water, water, walk it off
water, water, walkin' on
this my stage, walkin' on water
(water, water, water, water, water)
this my stage, walkin' on water
(water, water, water, water, water)",neutral
duru bana ilk tanistigimizda isimini soylememisti 1. yilimiza ozel soyledi💔 ben ona bir yil boyunca rosie demistim,neutral
ben de ilk başta diyordum ki sanalda gizli olayım falan gelir gelmez her boku ortaya döktüm,neutral
kahoe arkadaşım bize gelmek yerine alt kattaki yengesindeymis????,neutral
realde de boyleyim bn. degisemiyorum😔,neutral
cok gerginim bugun ama chpye imza attik gunun tek pozitif yani yasimiz tutmasa da atabiliyormusuz,neutral
yıllar önce,neutral
jensetter here fln keske duruda here olsaydi,neutral
her uygulamada kişiliğim deggisiyor😞🤔,neutral
hocalari alip gondersinler gtumuzu yirttik galiba derece yapmak icin?,neutral
yillar sonea twitter pp degisyim👏🏻,neutral
hay skcm,neutral
cok havali gozukuyor bence,neutral
hoca😨😨😨,neutral
tum hocalarimizi sebepsizce tek tek gondermeye basladilar okuldan. daha bu sene gelenleri de. nefret ediyorum ciddeb,neutral
another group song stray kids pleaseeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,neutral
aglıycam,neutral
neden??? modellediğimiz şeyi parametrik modelliyoruz bu modelleme değil kodlama resmen,neutral
hyunjins part though❤❤,neutral
this is the best video ever,positive
anyone 2025 april?,neutral
oh.... que flop 😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😂😂😂😂😂😅😂😅🎉😅❤😅😮🎉😅❤😅🎉😮🎉😅❤😅🎉😅🎉😂😅😊❤😅😂😮🎉😂😅😊❤😅🎉😮😢😂😅😊❤😅🎉😮😢🎉😮🎉😮😮😢🎉😮😂😅😊❤😅🎉🎉😮😮😢😅🎉😊😊😂😊❤😅🎉😮😢😅🎉😅😢😊😢😊🎉😮❤😮🩲😳😮😚🩲😎💎😎😮🌝😘😚😮💩💎🏳️‍🌈😑😝😘🤯🤑🥰😚💎😳🙄😚😮💗😘🤯💎😝🩲😋💎🌝😩🤑🙄😳🩲💎💩🙄💩😩🫦🙄🤯🖕✨💜🖤😭✨👅✨😘😑🏳️‍🌈💎😚😘🩲😋💎🤯😮,neutral
vega straykids  mi pais porfavo en santiago perú😢😢,neutral
"🇯🇵 billboard japan (week of 04/09)

download albums
#9 mixtape : dominate (-1) — 179 downloads
↳ peak: #2, weeks: 3

download songs
#36 reawaker (feat. #felix of stray kids) (-8)
↳ peak: #5, weeks: 14

global japan songs excl. japan
#1 reawaker (feat. #필릭스 of stray kids) (=) 👑 
↳ peak: #1, weeks: 13

japan songs (taiwan)
#1 reawaker (feat. #フィリックス of stray kids) (=) 👑 
↳ peak: #1, weeks: 13

japan songs (malaysia)
#1 reawaker (feat. felix of stray kids) (=) 👑 
↳ peak: #1, weeks: 3

japan songs (singapore)
#1 reawaker (feat. felix of stray kids) (=) 👑
↳ peak: #1, weeks: 13

japan songs (germany)
#1 reawaker (feat. felix of stray kids) (=) 👑 
↳ peak: #1, weeks: 13

japan songs (uk)
#1 reawaker (feat. felix of stray kids) (=) 👑 
↳ peak: #1, weeks: 13

japan songs (south africa)
#1 reawaker (feat. felix of stray kids) (=) 👑
↳ peak: #1, weeks: 13

japan songs (brazil)
#1 reawaker (feat. felix of stray kids) (+1) 👑 *re-peak*
↳ peak: #1, weeks: 13

japan songs (france)
#2 reawaker (feat. felix of stray kids) (=)
↳ peak: #1, weeks: 13

japan songs (us)
#2 reawaker (feat. felix of stray kids) (=)
↳ peak: #2, weeks: 13

japan songs (india)
#6 reawaker (feat. felix of stray kids) (-2)
↳ peak: #4, weeks: 13

japan songs (thailand)
#6 reawaker (feat. felix of stray kids) (=)
↳ peak: #5, weeks: 13

japan songs (indonesia)
#10 reawaker (feat. felix of stray kids) (-3)
↳ peak: #7, weeks: 3

artist 100
#94 @stray_kids (-31)
↳ peak: #1, weeks: 140",positive
feliz em saber que consegui ir no show deles e poder escutar ao vivo ❤,neutral
308k,neutral
"the mv was so good,and the music",neutral
you can see from seungmins face that he is trying so hard to sing this 🫶🫶 his singing is perfect too,positive
i like seungmin ❤❤❤❤,neutral
いつもnexzの応援ありがとうございます♪スキズ先輩も大好きです！！,neutral
289k,neutral
uo o uo o wikiwki,neutral
este m/v todo q ver bebes,neutral
2:15 seungmin!! damn!!,neutral
"bno chavales insalubres toca despedida por el dia de hoy, les deseo una linda noche con lindos sueños donde suki nos sube al escenario a cantar marippsita, que tengan un lindo viernes, cuidense y las tqm, manfisten conmigo para q la migra no haga muchas preguntas amen 🙏💕💤",neutral
"bueno amigibis, llegó la hora de mimir al menos para ²? chais creo, realmente espero que si duermas lic, dulces sueños onde si vamos al tianguis de los ternurines 🙏, los tqm❤ me alegra saber que ya las cosas están más sobre la tierra, hasta mañana 🤗 insalubres",neutral
ya te vas a dormir?,neutral
pense q sifnis tenia q darme acceso para editar,neutral
yo ya me voy enesta,neutral
en la próxima vuelo,neutral
me disculpo por adelantado pq ultimamente los nervios no le hicieron muy bien a mis dedos😊,neutral
q insalubres andan hoy bno ultra,neutral
aparte tenia como 6 años de estar conmigo ya le tocaba supongo,neutral
"no, o sea literalmente a mi hermana se las hago mientras duerme, asi q si puede ser así",neutral
pos desde hace semanas venia dando fallas,neutral
好きじゃないんだよ妹が気に入ったから入れただけだxd,neutral
oye pisa pero si quieres ver mi cara cuando llegues en el aereopuerto o ne?,neutral
yo ya casi me voi ntp,neutral
q sigue lleva a susanita a ver aquella valla q me envuastw,neutral
pq nadie está durmiendo y ya son las 12 ah si truman,neutral
estrimeas?hola😊,neutral
sim ola apoco ya van a ser las 12,neutral
lleva todo 😊,neutral
amigo hoy vi que isolin hizo feisribil🙈,neutral
pero en este caso no sirve la carta de invitación?,neutral
es q dice mi prima q cuando ella jue habia una muchacha q llevaba reservaciones a nombre de otra persona y la deportaron 🥸,neutral
amigo sigo pensando si mentirle a la migra q me quedo con soflis esos dias o enseñar las reservaciones,neutral
... best boy groupin the word,positive
den ideas para actividades mañana 😊,neutral
me olvidé de los gorritos por completo,neutral
el laistik menos lleno jsjsjsjjsjs,neutral
mi amiga keipopera consiguió boleto para el mismo dia o.o,neutral
termino el moño y voy a mimir,neutral
o sea q para los suki tmbn son las 11 a mimir muchachos,neutral
waw se viene estrim irl q fuerte,neutral
pos el sabado toca despertar como a las 6am para estar a tiempo yore,neutral
turismo vacaciones placer,neutral
bno ya me pueden soltar anuncios de volaris,neutral
porfin progreso 🙏🫠,neutral
apocosi las voy a conocer 👩‍🦲,neutral
los moños sin los accesorios se ven bn elegantes zd,neutral
sim ya tengo el ninero,neutral
yore pensé q si te había respondido el comentario sofliw,neutral
bno la pc decidió hacer limpieza y lleva como 10min en 0%😂,neutral
no work mañana,neutral
lo tomare como un si,neutral
no voy a dormir mucho la vda,neutral
esq manana no me da tiempo 😢,neutral
no me he hecho ni 1 uña,neutral
entonces tú ya tienes el monei vda pisa?,neutral
lugra yore q onda,neutral
ay q feos los emoyis deste celular,neutral
ya lo pase 😊,neutral
y lo más chistoso esq aun tengo sed,neutral
ps se puso hoje en lugra de tomé xd,neutral
amigo hoy llegando ami casa hoje como 3 vasos enteros de agua xd,neutral
mi numero de cédula?,neutral
requiero el num de psaportw rolalo x gmeil o por dnde gustes,neutral
entre asap mejr,neutral
bno pisa nao se si ya te enteraste pero lic ocupa unos datos tuyos para q te compren ya el vuelo😊,neutral
q novedades hay?,neutral
nomas tengo q configurarlo,neutral
mi awelo me prestó su celular viejo😊,neutral
ya no sé ni qué decir,neutral
sabes si a tu amista si le llegó el monei? o no te has podido comunicar con ella,neutral
que procede,neutral
naoo pisa no digas eso,neutral
"hoy es cumpleaños de soyfeimus ama, bno ayer para ella",neutral
hola chavales mi celular no enciende desde la tarde 🥀,neutral
que se hizo pisa,neutral
aun no quedó?,neutral
pronto voy a ser libre de los anuncios de booking,neutral
hermosooo,neutral
wikiwiki,neutral
"eu queria tanto ter ido no show de vocês...
10/04/2025",neutral
incrível!!!!,neutral
"nexzきっかけでスキズ先輩を聴き出し好きになりました！
stayの皆さんもいつもnexzをありがとうございます！",neutral
uf,neutral
今日もcool♡,neutral
"this song is just the confidence boost i need right now with my acting showcase going on.   i was feeling a little nervous but how do i calm down my racing heart when stray kids make it feel overexcited, and just because i fell in love with them?  i don’t need my heart feeling this overexcited just because i’m in love with them!  yeesh!😬",neutral
so cooool,neutral
i knew to love would be to lose my mind,positive
gelseneeee,neutral
gideyim ben de o zaman iyi geceler💌,neutral
bıktım,neutral
şarjım bitiyor iyi geceler 🩵🩵🩵,neutral
cidden keşke yarın olmasa,neutral
ben ve 2d karskterlerım kocaman bi ayleyiz🥺🥺🥺,neutral
yeter lan,neutral
dylanımı bırakmam ben oğlum,neutral
alcohol is cool but have you ever had someone care about you?,positive
acaba,neutral
sımfı,neutral
oha i̇lk öpücük,neutral
ya sen ya da hiç,neutral
road to 60m stay  let’s go !!!,neutral
meriç saçları nasıl olmuştu güzel miydi,neutral
lütfen yakisanlar artik platin sari olsun herkes platin sarisin olma derdinde giden kafanızı merve bella bella gibi yaoin daha az dalga geceriz,neutral
yeri,neutral
good song it’s lit 🔥,positive
i stand for stay kids fr,neutral
dede ve dişsiz de vardı,neutral
see this is my kind of stray kids,positive
out of the dark,negative
yaklaşık üç hafta sonra kraliçeyi gördüm 🥺🥺🥺,neutral
oe seme,neutral
6 dk sonra manifest yeni sarkilarini çıkarıyor🔥🔥,neutral
"189k
crashing waves but i'll never fall ~",neutral
şimdi şöyle ki,neutral
ben uyardım aslan,neutral
bebegi leylekler getirsin kadinlar niye aci cekiyor,neutral
hamile bi kadin karnini cekmis baya baya bebek var icinde oynuyor cok cok korkunc,neutral
acıktım ucundan,neutral
bogazim top gibi sisti annem bir seyin yok diyo help,positive
kardeşim niki yorumunu beğendi sanıp 1 saat ağlamış,neutral
enha,neutral
my mom told me to finish my meal,neutral
of ders beni beklemekte son bi göz atıp uyurum baybay iyi geceler,neutral
kurtlar vadisindrki it erdal bile kadroda aqqq,neutral
fırtına çıktı lan,neutral
han is my baby he’s my bias i have a crush on han i love han part❤❤❤❤❤❤❤❤❤❤,positive
mafya olan cagatay ulusoya bayildim kizlar 🔥🔥,neutral
butun lut kavmine iyi geceler bb,neutral
abla ne işi yemin ederim ki üzüldüm ya beni çok yanlış anladın,neutral
gerçi sarısın değil ki benimki kumral banane sarısınlardan,neutral
"cinsiyet ayrımından değil tamamen kişisel zevk, erkek kelimesi dahi çok irite edici",neutral
dümenden slayt okumaya gidiyorum 🦧,neutral
slm kizlar,neutral
allah'ım sen benim regl sancilarimi all sarısin erkeklere ver 😔 esmerinlerin dertlerini ben çekerim,neutral
arkadaşlar ben esrefe asik oldum bb yeni crush,neutral
yarin ne yaosam ki,neutral
eylul okani yedin mi cidden,neutral
standoff 2 oynayan var mı,neutral
i̇yi geceler abla 💖💖💖bebekler gibi uyu bu gecee💙💙💙,neutral
hazal yok mu,neutral
just zeynom falan aglarm😔💘💋 evlenelim mi anana kardeslerine bakarim,neutral
internetten pantolon almak gibi bir hata yaptım,neutral
ya oyun,neutral
eylul kimligini acikladiginda burda olurum umarim😔 duruyu yakalamak icin geliyodum artk bide onu kontrol edicem,neutral
"bugünkü aramaları toplam 4 saati bulmuştur herhalde
işim var diyorum ama bunu anlatmam lazım diyor
bugün herkesi öldüresim var cidden bak gülen insanlar sinirimi bozdu şu an
-tamam ben de gülmeyeyim bari ciddi olcam
yok sen gül sana serbest

she's healing bro cidden son bir aydır fazlaca arkadaş canlısı of tahtalara vurucam",neutral
adımı zeyneplendimm yapıcam,neutral
şu khonsu ne boş insan yaaa,neutral
zeynep abla gittin mi😢😢😢,neutral
pembe bana yakısmıyo,neutral
yorumum 3 saatde 1k yı geçmiç ne mutlu bana,neutral
aramak demişken,neutral
yol si̇li̇ndi̇ri̇i̇i̇i̇i̇i̇i̇i̇i̇i̇,neutral
her gören ağladı,neutral
of ac,neutral
hayanani sp yedim,neutral
neyse benim zeynep'im var zatennn💜💜💜,neutral
ayip degil mi kadir kizi niye kandiriyorsun😡😡😡😡,neutral
bana adının okan olduğunu söyledi???,neutral
khonsunun gerçek adı kadir mi?,neutral
"sey ama bacim kadir birazseydir dom.
yani elini kolunu yatagabaglar onceden soyleyeyim hastanelik olma🤗😔",neutral
ben kimseye böyle yakışmamıştım,neutral
"hi felix, sorry to bother you, but could you make me a song if it's not too much to ask? my name is vale tex if you make it for me, i've been doing it since i was four.❤😢❤😢",negative
kadir 2 gundur sub erkek ariyor istersen hemen ayarlayayim iki sn,neutral
bu kız beni çok dağıttı,neutral
i̇ki deli bir birini bulmuş karışmayn🤗,neutral
zeynep sende benim aşgem ol 3 lü takilalim o zaman,neutral
goruyorsunuz arkdslar eylul benim. yaklasan7 alirim altima,neutral
ben zeynep'inim başkaları bulaşmasın bana pleasee🙏🏻🙏🏻🙏🏻,neutral
dün gece bir iki saat falan uyudum yine ama bir rüya gördüm ki sormayın,neutral
*_of_*,neutral
ay cok mutluyum okul tatil 😭😭,neutral
ben sözde bugün dinlenevektim,neutral
eylüüüüüül aşgeeeeem,neutral
merhaba yardim talebi,neutral
bos ver be donmesin,neutral
of neyse her kesin canı cehenneme ben karımı özledim,neutral
bi an yine sonu olmayan bi boslugun icine dustugumu sandim,neutral
"benim dosya adları 
-yemi̇nle son valla son lan
-kanma iyiyi asıl bu son
-hüüüü",neutral
cumartesi günü gidip elbiseye uygun şal bulucam birde gittiğim mağazalara iş sorucam,neutral
eylül benim bacımdır artık🥺💞💞💞 adam olun döverim ha,neutral
bu neymiş böyle,neutral
reis için kefende giyeriz tanganada,neutral
ders çalışmak yerine çay içip boş yapıyoruz,neutral
açım aç,neutral
denedi̇m defalarca sana anlatmayaa susturdun beni̇ de küstürdün hayata,neutral
ağlama iyiyi sen güçlü bir kızsın bir ödeve yıkılma,neutral
ohgggggggghg annemle kavga ohhhh yarasin iyi gecwlwr yazmis oh oh bi bu eksikti  trip ohhh gelsin triplwww ohggghgg,neutral
tamam ozur dilerim atlet valla sana kotu gozle bakmam favori zorbamsin ne zaman sinrilenirsen benden cikarabilirsin sinriini🥺💘 affet ltfn,neutral
"dün noldu varyaaa
can sıkıntısından cin filmi izleyelim dedik işte öyle izliyorduk bi sahne vardı işte ben öylesine dalga amaçlı elma dersem çık armut dersem çıkma dedim ve noldu bi̇li̇yor musunuz
ben söyledikten sonra ordaki adam aynısını söyledi çok korkutucuydu bizimkiler de hep bana baktı çok kötüydü gece de uyuyamadım zaten",neutral
